Event,Time_CPU,Time_RTC,Ardn_time[ms],ADC[0-0123],SiPM[mV],Deadtime[ms],Temp[C]
9433,12:23:51,1:36:7,3544450,92,21.32,668245,34.76
9434,12:23:52,1:36:7,3544519,103,22.23,668251,34.76
9435,12:23:52,1:36:8,3544617,412,92.93,668257,34.76
9436,12:23:52,1:36:8,3544718,230,39.39,668263,34.76
9437,12:23:53,1:36:9,3544751,284,49.41,668269,34.76
9438,12:23:53,1:36:9,3544759,176,30.09,668275,34.76
9439,12:23:53,1:36:9,3544782,499,141.24,668287,34.76
9440,12:23:53,1:36:9,3544826,248,42.69,668315,34.76
9441,12:23:53,1:36:9,3544899,323,58.48,668338,34.76
9442,12:23:53,1:36:9,3544907,287,50.23,668344,34.76
9443,12:23:53,1:36:9,3544980,295,51.75,668363,34.76
9444,12:23:53,1:36:9,3545001,73,19.32,668369,34.76
9445,12:23:53,1:36:9,3545106,287,50.23,668375,34.76
9446,12:23:54,1:36:10,3545117,224,38.29,668381,34.76
9447,12:23:54,1:36:10,3545131,207,35.26,668387,34.76
9448,12:23:54,1:36:10,3545181,496,144.49,668416,34.76
9449,12:23:55,1:36:10,3545218,359,69.86,668435,34.76
9450,12:23:55,1:36:11,3545261,280,48.67,668455,34.76
9451,12:23:55,1:36:11,3545302,540,166.11,668471,34.76
9452,12:23:56,1:36:12,3545486,467,121.56,668485,34.76
9453,12:23:56,1:36:12,3545577,371,73.82,668491,34.76
9454,12:23:56,1:36:12,3545587,551,164.56,668497,34.76
9455,12:23:57,1:36:13,3545617,169,29.05,668503,34.76
9456,12:23:57,1:36:13,3545633,291,50.97,668518,34.76
9457,12:23:58,1:36:14,3545699,326,59.13,668555,34.76
9458,12:23:58,1:36:14,3545789,408,90.57,668564,34.76
9459,12:23:59,1:36:15,3545968,195,33.17,668570,34.76
9460,12:23:59,1:36:15,3545981,486,135.98,668576,34.76
9461,12:23:59,1:36:15,3546015,384,80.08,668582,34.76
9462,12:24:00,1:36:16,3546044,192,32.67,668588,34.76
9463,12:24:00,1:36:16,3546122,262,45.24,668605,34.76
9464,12:24:01,1:36:17,3546137,568,189.84,668611,34.76
9465,12:24:01,1:36:17,3546204,295,51.75,668617,34.76
9466,12:24:02,1:36:17,3546343,319,57.64,668623,34.76
9467,12:24:02,1:36:18,3546419,96,21.67,668629,34.76
9468,12:24:02,1:36:18,3546520,335,61.77,668635,34.76
9469,12:24:03,1:36:19,3546565,608,202.86,668641,34.76
9470,12:24:03,1:36:19,3546597,494,141.37,668647,34.76
9471,12:24:04,1:36:20,3546637,224,38.29,668653,34.76
9472,12:24:04,1:36:20,3546699,192,32.67,668659,34.76
9473,12:24:04,1:36:20,3546771,220,37.58,668665,34.76
9474,12:24:04,1:36:20,3546905,465,122.12,668671,34.76
9475,12:24:04,1:36:20,3547053,163,28.20,668677,34.76
9476,12:24:04,1:36:20,3547216,312,55.68,668683,34.76
9477,12:24:04,1:36:20,3547239,608,202.86,668689,34.76
9478,12:24:05,1:36:21,3547250,463,119.23,668695,34.76
9479,12:24:05,1:36:21,3547316,144,25.85,668717,34.76
9480,12:24:05,1:36:21,3547394,463,119.23,668723,34.76
9481,12:24:05,1:36:21,3547487,316,56.81,668729,34.76
9482,12:24:05,1:36:21,3547549,319,57.64,668735,34.76
9483,12:24:05,1:36:21,3547609,359,69.86,668741,34.76
9484,12:24:06,1:36:22,3547749,115,23.18,668747,34.76
9485,12:24:06,1:36:22,3547840,391,82.35,668753,34.76
9486,12:24:06,1:36:22,3547859,432,101.61,668759,34.76
9487,12:24:06,1:36:22,3547911,335,61.77,668765,34.76
9488,12:24:07,1:36:23,3547925,679,318.29,668771,34.76
9489,12:24:07,1:36:23,3548008,224,38.29,668781,34.76
9490,12:24:07,1:36:23,3548089,312,55.68,668787,34.76
9491,12:24:07,1:36:23,3548109,327,59.28,668793,34.76
9492,12:24:07,1:36:23,3548151,312,55.68,668799,34.76
9493,12:24:07,1:36:23,3548207,287,50.23,668805,34.76
9494,12:24:08,1:36:24,3548252,184,31.36,668811,34.76
9495,12:24:08,1:36:24,3548276,376,76.43,668817,34.76
9496,12:24:09,1:36:25,3548383,704,326.52,668823,34.76
9497,12:24:09,1:36:25,3548414,294,51.51,668829,34.76
9498,12:24:09,1:36:25,3548471,112,22.94,668835,34.76
9499,12:24:10,1:36:26,3548529,79,20.03,668841,34.76
9500,12:24:10,1:36:26,3548537,481,129.57,668847,34.76
9501,12:24:10,1:36:26,3548637,270,46.71,668854,34.76
9502,12:24:11,1:36:27,3548703,112,22.94,668860,34.76
9503,12:24:11,1:36:27,3548839,99,21.91,668866,34.76
9504,12:24:11,1:36:27,3548915,391,82.35,668872,34.76
9505,12:24:12,1:36:28,3548935,465,122.12,668878,34.76
9506,12:24:12,1:36:28,3548956,664,270.86,668884,34.76
9507,12:24:13,1:36:29,3548999,263,45.37,668898,34.76
9508,12:24:13,1:36:29,3549067,188,32.01,668908,34.76
9509,12:24:14,1:36:30,3549157,255,43.96,668914,34.76
9510,12:24:14,1:36:30,3549321,376,76.43,668920,34.76
9511,12:24:14,1:36:30,3549467,675,317.99,668926,34.76
9512,12:24:15,1:36:31,3549559,368,72.93,668932,34.76
9513,12:24:15,1:36:31,3549679,273,47.25,668938,34.76
9514,12:24:15,1:36:31,3549735,396,85.28,668944,34.76
9515,12:24:15,1:36:31,3549748,476,129.76,668950,34.76
9516,12:24:16,1:36:32,3549840,287,50.23,668956,34.76
9517,12:24:16,1:36:32,3549875,71,19.06,668962,34.76
9518,12:24:16,1:36:32,3549937,159,27.66,668968,34.76
9519,12:24:16,1:36:32,3549962,312,55.68,668974,34.76
9520,12:24:16,1:36:32,3550060,316,56.81,668980,34.76
9521,12:24:17,1:36:33,3550085,430,101.41,668986,34.76
9522,12:24:17,1:36:33,3550104,352,66.89,668992,34.76
9523,12:24:18,1:36:34,3550182,206,35.07,669002,34.76
9524,12:24:18,1:36:34,3550515,255,43.96,669008,34.76
9525,12:24:19,1:36:34,3550548,255,43.96,669014,34.76
9526,12:24:19,1:36:35,3550585,327,59.28,669020,34.76
9527,12:24:20,1:36:36,3550702,240,41.21,669026,34.76
9528,12:24:20,1:36:36,3550716,536,160.18,669032,34.76
9529,12:24:20,1:36:36,3550746,255,43.96,669038,34.76
9530,12:24:20,1:36:36,3550892,255,43.96,669048,34.76
9531,12:24:20,1:36:36,3550908,295,51.75,669054,34.76
9532,12:24:21,1:36:37,3550915,455,117.03,669060,34.76
9533,12:24:21,1:36:37,3550979,159,27.66,669090,34.76
9534,12:24:21,1:36:37,3550998,86,20.77,669096,34.76
9535,12:24:22,1:36:38,3551133,783,633.54,669120,34.76
9536,12:24:22,1:36:38,3551148,344,64.67,669126,34.76
9537,12:24:23,1:36:39,3551236,115,23.18,669132,34.76
9538,12:24:23,1:36:39,3551245,511,149.39,669138,34.76
9539,12:24:23,1:36:39,3551336,688,328.69,669145,34.76
9540,12:24:24,1:36:40,3551357,254,43.77,669151,34.76
9541,12:24:24,1:36:40,3551384,684,283.21,669157,34.76
9542,12:24:25,1:36:41,3551397,199,33.86,669164,34.76
9543,12:24:25,1:36:41,3551453,721,433.48,669196,34.76
9544,12:24:26,1:36:42,3551521,289,50.47,669212,34.76
9545,12:24:26,1:36:42,3551562,204,34.73,669218,34.76
9546,12:24:26,1:36:42,3551617,487,132.65,669224,34.76
9547,12:24:26,1:36:42,3551646,348,65.64,669230,34.76
9548,12:24:26,1:36:42,3551667,195,33.17,669236,34.76
9549,12:24:27,1:36:43,3551753,224,38.29,669242,34.76
9550,12:24:27,1:36:43,3551787,111,22.86,669248,34.76
9551,12:24:28,1:36:44,3551837,295,51.75,669254,34.76
9552,12:24:28,1:36:44,3551917,49,15.48,669260,34.76
9553,12:24:28,1:36:44,3551929,696,307.73,669266,34.76
9554,12:24:28,1:36:44,3551963,428,101.58,669272,34.76
9555,12:24:29,1:36:45,3552002,415,95.00,669280,34.76
9556,12:24:29,1:36:45,3552048,188,32.01,669288,34.76
9557,12:24:29,1:36:45,3552086,376,76.43,669294,34.76
9558,12:24:30,1:36:46,3552183,252,43.42,669300,34.76
9559,12:24:30,1:36:46,3552201,415,95.00,669306,34.76
9560,12:24:30,1:36:46,3552294,480,130.21,669312,34.76
9561,12:24:30,1:36:46,3552351,152,26.78,669318,34.76
9562,12:24:31,1:36:47,3552357,88,20.96,669324,34.76
9563,12:24:31,1:36:47,3552418,417,95.20,669331,34.76
9564,12:24:32,1:36:48,3552535,632,232.56,669337,34.76
9565,12:24:32,1:36:48,3552541,287,50.23,669343,34.76
9566,12:24:32,1:36:48,3552948,551,164.56,669353,34.76
9567,12:24:33,1:36:49,3553093,472,125.87,669359,34.76
9568,12:24:33,1:36:49,3553129,487,132.65,669365,34.76
9569,12:24:34,1:36:50,3553244,568,189.84,669371,34.76
9570,12:24:34,1:36:50,3553263,385,80.11,669377,34.76
9571,12:24:35,1:36:51,3553347,99,21.91,669383,34.76
9572,12:24:35,1:36:51,3553364,291,50.97,669389,34.76
9573,12:24:35,1:36:51,3553389,369,73.42,669395,34.76
9574,12:24:36,1:36:52,3553495,499,141.24,669406,34.76
9575,12:24:36,1:36:52,3553503,440,109.25,669412,34.76
9576,12:24:36,1:36:52,3553566,492,134.92,669421,34.76
9577,12:24:36,1:36:52,3553610,433,104.37,669427,34.76
9578,12:24:36,1:36:52,3553805,230,39.39,669433,34.76
9579,12:24:37,1:36:53,3553818,448,112.41,669439,34.76
9580,12:24:37,1:36:53,3553885,384,80.08,669445,34.76
9581,12:24:37,1:36:53,3553921,423,97.36,669451,34.76
9582,12:24:38,1:36:54,3553929,287,50.23,669457,34.76
9583,12:24:38,1:36:54,3554259,636,231.85,669466,34.76
9584,12:24:39,1:36:55,3554299,259,44.69,669472,34.76
9585,12:24:39,1:36:55,3554307,174,29.79,669478,34.76
9586,12:24:40,1:36:56,3554320,287,50.23,669486,34.76
9587,12:24:40,1:36:56,3554357,432,101.61,669520,34.76
9588,12:24:41,1:36:57,3554498,280,48.67,669555,34.76
9589,12:24:41,1:36:57,3554528,344,64.67,669561,34.76
9590,12:24:41,1:36:57,3554578,496,144.49,669567,34.76
9591,12:24:41,1:36:57,3554649,367,72.68,669573,34.76
9592,12:24:41,1:36:57,3554696,385,80.11,669579,34.76
9593,12:24:41,1:36:57,3554709,280,48.67,669585,34.76
9594,12:24:41,1:36:57,3554741,255,43.96,669591,34.76
9595,12:24:42,1:36:58,3554766,291,50.97,669599,34.76
9596,12:24:42,1:36:58,3554792,71,19.06,669620,34.76
9597,12:24:43,1:36:59,3554918,483,132.60,669653,34.76
9598,12:24:43,1:36:59,3555082,236,40.44,669659,34.76
9599,12:24:44,1:37:0,3555230,304,53.73,669665,34.76
9600,12:24:44,1:37:0,3555249,268,46.26,669671,34.76
9601,12:24:45,1:37:1,3555273,696,307.73,669677,34.76
9602,12:24:45,1:37:1,3555421,271,46.93,669689,34.76
9603,12:24:46,1:37:1,3555447,79,20.03,669695,34.76
9604,12:24:46,1:37:2,3555461,396,85.28,669701,34.76
9605,12:24:46,1:37:2,3555582,398,85.63,669714,34.76
9606,12:24:47,1:37:3,3555615,344,64.67,669720,34.76
9607,12:24:47,1:37:3,3555632,300,52.79,669726,34.76
9608,12:24:48,1:37:3,3555724,307,54.48,669733,34.76
9609,12:24:48,1:37:4,3555740,568,189.84,669739,34.76
9610,12:24:48,1:37:4,3555802,467,121.56,669745,34.76
9611,12:24:48,1:37:4,3555811,255,43.96,669751,34.76
9612,12:24:48,1:37:4,3555827,499,141.24,669758,34.76
9613,12:24:49,1:37:5,3555869,294,51.51,669789,34.76
9614,12:24:49,1:37:5,3555965,312,55.68,669815,34.76
9615,12:24:50,1:37:6,3556009,467,121.56,669821,34.76
9616,12:24:50,1:37:6,3556066,792,615.27,669827,34.76
9617,12:24:51,1:37:7,3556096,403,88.99,669833,34.76
9618,12:24:51,1:37:7,3556126,248,42.69,669839,34.65
9619,12:24:51,1:37:7,3556171,487,132.65,669845,34.76
9620,12:24:51,1:37:7,3556196,49,15.48,669851,34.76
9621,12:24:51,1:37:7,3556228,319,57.64,669857,34.76
9622,12:24:51,1:37:7,3556263,79,20.03,669865,34.76
9623,12:24:51,1:37:7,3556332,312,55.68,669875,34.76
9624,12:24:51,1:37:7,3556444,49,15.48,669881,34.76
9625,12:24:51,1:37:7,3556519,99,21.91,669887,34.76
9626,12:24:51,1:37:7,3556550,152,26.78,669893,34.76
9627,12:24:51,1:37:7,3556563,216,36.85,669899,34.76
9628,12:24:51,1:37:7,3556582,167,28.76,669908,34.76
9629,12:24:51,1:37:7,3556615,385,80.11,669937,34.76
9630,12:24:51,1:37:7,3556678,440,109.25,669971,34.76
9631,12:24:52,1:37:7,3556742,97,21.75,669981,34.76
9632,12:24:52,1:37:8,3556808,216,36.85,669987,34.76
9633,12:24:52,1:37:8,3556840,780,538.09,669993,34.76
9634,12:24:52,1:37:8,3556872,270,46.71,669999,34.76
9635,12:24:52,1:37:8,3556891,135,24.92,670005,34.76
9636,12:24:52,1:37:8,3556902,355,68.30,670015,34.76
9637,12:24:52,1:37:8,3557028,295,51.75,670052,34.76
9638,12:24:52,1:37:8,3557115,344,64.67,670058,34.76
9639,12:24:52,1:37:8,3557168,300,52.79,670064,34.76
9640,12:24:52,1:37:8,3557177,318,57.28,670070,34.76
9641,12:24:52,1:37:8,3557212,423,97.36,670076,34.76
9642,12:24:52,1:37:8,3557273,463,119.23,670086,34.76
9643,12:24:52,1:37:8,3557394,280,48.67,670092,34.76
9644,12:24:52,1:37:8,3557428,273,47.25,670098,34.76
9645,12:24:52,1:37:8,3557491,652,262.10,670104,34.76
9646,12:24:52,1:37:8,3557613,88,20.96,670110,34.76
9647,12:24:52,1:37:8,3557646,291,50.97,670116,34.76
9648,12:24:52,1:37:8,3557684,83,20.46,670123,34.76
9649,12:24:53,1:37:8,3557726,209,35.61,670129,34.76
9650,12:24:53,1:37:9,3557772,440,109.25,670135,34.76
9651,12:24:53,1:37:9,3557916,403,88.99,670141,34.76
9652,12:24:54,1:37:9,3558006,176,30.09,670147,34.76
9653,12:24:54,1:37:10,3558133,440,109.25,670153,34.76
9654,12:24:54,1:37:10,3558207,209,35.61,670159,34.76
9655,12:24:55,1:37:11,3558267,496,144.49,670165,34.76
9656,12:24:55,1:37:11,3558304,115,23.18,670171,34.76
9657,12:24:56,1:37:12,3558321,323,58.48,670177,34.76
9658,12:24:56,1:37:12,3558352,262,45.24,670183,34.76
9659,12:24:57,1:37:13,3558397,271,46.93,670190,34.76
9660,12:24:57,1:37:13,3558417,243,41.74,670196,34.76
9661,12:24:58,1:37:14,3558445,284,49.41,670216,34.76
9662,12:24:58,1:37:14,3558726,334,61.44,670247,34.76
9663,12:24:59,1:37:15,3558821,259,44.69,670253,34.76
9664,12:24:59,1:37:15,3558834,140,25.42,670259,34.76
9665,12:24:59,1:37:15,3558986,401,87.91,670265,34.76
9666,12:24:59,1:37:15,3559066,83,20.46,670271,34.76
9667,12:24:59,1:37:15,3559076,199,33.86,670277,34.76
9668,12:24:59,1:37:15,3559102,67,18.51,670283,34.76
9669,12:24:59,1:37:15,3559150,327,59.28,670298,34.76
9670,12:24:59,1:37:15,3559208,211,35.96,670304,34.76
9671,12:25:00,1:37:16,3559414,192,32.67,670310,34.76
9672,12:25:00,1:37:16,3559487,270,46.71,670316,34.76
9673,12:25:00,1:37:16,3559585,344,64.67,670322,34.76
9674,12:25:01,1:37:16,3559640,304,53.73,670328,34.76
9675,12:25:01,1:37:17,3559781,230,39.39,670334,34.76
9676,12:25:01,1:37:17,3559858,304,53.73,670340,34.76
9677,12:25:02,1:37:18,3559865,376,76.43,670346,34.76
9678,12:25:02,1:37:18,3559891,348,65.64,670354,34.76
9679,12:25:03,1:37:19,3559947,335,61.77,670374,34.76
9680,12:25:03,1:37:19,3559966,448,112.41,670380,34.76
9681,12:25:03,1:37:19,3560020,224,38.29,670404,34.76
9682,12:25:03,1:37:19,3560029,88,20.96,670411,34.65
9683,12:25:03,1:37:19,3560084,440,109.25,670447,34.76
9684,12:25:03,1:37:19,3560184,227,38.83,670468,34.76
9685,12:25:03,1:37:19,3560262,583,201.26,670474,34.76
9686,12:25:03,1:37:19,3560446,508,144.95,670480,34.76
9687,12:25:04,1:37:20,3560499,184,31.36,670486,34.76
9688,12:25:04,1:37:20,3560608,248,42.69,670492,34.76
9689,12:25:04,1:37:20,3560658,368,72.93,670498,34.76
9690,12:25:04,1:37:20,3560728,415,95.00,670504,34.65
9691,12:25:04,1:37:20,3560738,286,49.78,670510,34.76
9692,12:25:04,1:37:20,3560768,51,15.86,670516,34.76
9693,12:25:04,1:37:20,3560782,1012,2423.94,670528,34.76
9694,12:25:04,1:37:20,3560897,142,25.64,670567,34.76
9695,12:25:04,1:37:20,3561076,115,23.18,670573,34.76
9696,12:25:04,1:37:20,3561091,161,27.93,670579,34.76
9697,12:25:04,1:37:20,3561244,624,242.54,670585,34.76
9698,12:25:04,1:37:20,3561337,440,109.25,670591,34.76
9699,12:25:04,1:37:20,3561352,318,57.28,670597,34.76
9700,12:25:05,1:37:21,3561414,294,51.51,670603,34.65
9701,12:25:05,1:37:21,3561441,611,211.89,670609,34.76
9702,12:25:06,1:37:22,3561513,902,1072.36,670615,34.76
9703,12:25:06,1:37:22,3561532,176,30.09,670621,34.76
9704,12:25:07,1:37:23,3561598,455,117.03,670627,34.76
9705,12:25:07,1:37:23,3561606,236,40.44,670633,34.76
9706,12:25:07,1:37:23,3561650,441,109.77,670642,34.76
9707,12:25:08,1:37:24,3561675,304,53.73,670648,34.76
9708,12:25:08,1:37:24,3561733,231,39.55,670665,34.76
9709,12:25:08,1:37:24,3561747,255,43.96,670671,34.76
9710,12:25:09,1:37:25,3561829,454,115.28,670694,34.76
9711,12:25:09,1:37:25,3561890,377,76.28,670700,34.76
9712,12:25:10,1:37:26,3561909,670,272.62,670706,34.76
9713,12:25:10,1:37:26,3561923,492,134.92,670712,34.76
9714,12:25:10,1:37:26,3562003,71,19.06,670735,34.76
9715,12:25:11,1:37:27,3562093,579,187.32,670741,34.76
9716,12:25:11,1:37:27,3562106,286,49.78,670747,34.76
9717,12:25:11,1:37:27,3562135,83,20.46,670753,34.76
9718,12:25:11,1:37:27,3562215,512,144.44,670764,34.76
9719,12:25:12,1:37:28,3562301,332,61.17,670770,34.76
9720,12:25:12,1:37:28,3562316,71,19.06,670776,34.65
9721,12:25:12,1:37:28,3562349,268,46.26,670782,34.76
9722,12:25:12,1:37:28,3562398,504,143.61,670788,34.76
9723,12:25:13,1:37:29,3562413,460,119.54,670794,34.76
9724,12:25:13,1:37:29,3562449,199,33.86,670814,34.65
9725,12:25:14,1:37:30,3562505,142,25.64,670836,34.76
9726,12:25:14,1:37:30,3562599,89,21.05,670842,34.76
9727,12:25:14,1:37:30,3562662,664,270.86,670848,34.76
9728,12:25:14,1:37:30,3562734,184,31.36,670854,34.76
9729,12:25:14,1:37:30,3562780,134,24.82,670860,34.76
9730,12:25:15,1:37:31,3562795,152,26.78,670866,34.76
9731,12:25:15,1:37:31,3562805,448,112.41,670872,34.76
9732,12:25:15,1:37:31,3562854,254,43.77,670901,34.76
9733,12:25:16,1:37:32,3562917,391,82.35,670920,34.76
9734,12:25:16,1:37:32,3563110,515,147.53,670926,34.76
9735,12:25:17,1:37:33,3563173,376,76.43,670932,34.76
9736,12:25:17,1:37:33,3563266,481,129.57,670938,34.76
9737,12:25:17,1:37:33,3563307,368,72.93,670944,34.76
9738,12:25:18,1:37:34,3563392,399,87.30,670950,34.76
9739,12:25:18,1:37:34,3563408,472,125.87,670956,34.76
9740,12:25:18,1:37:34,3563448,63,17.91,670962,34.76
9741,12:25:19,1:37:35,3563495,415,95.00,670968,34.76
9742,12:25:19,1:37:35,3563538,159,27.66,670974,34.76
9743,12:25:20,1:37:35,3563655,408,90.57,670980,34.76
9744,12:25:20,1:37:35,3563696,327,59.28,670986,34.76
9745,12:25:20,1:37:36,3563736,295,51.75,670992,34.76
9746,12:25:20,1:37:36,3563799,248,42.69,670998,34.76
9747,12:25:20,1:37:36,3563832,304,53.73,671004,34.76
9748,12:25:20,1:37:36,3563860,112,22.94,671010,34.65
9749,12:25:21,1:37:37,3563948,83,20.46,671016,34.76
9750,12:25:21,1:37:37,3564007,335,61.77,671022,34.76
9751,12:25:22,1:37:38,3564128,67,18.51,671028,34.76
9752,12:25:22,1:37:38,3564336,94,21.50,671034,34.76
9753,12:25:23,1:37:39,3564393,376,76.43,671040,34.76
9754,12:25:23,1:37:39,3564488,359,69.86,671046,34.65
9755,12:25:24,1:37:40,3564532,444,109.09,671052,34.65
9756,12:25:24,1:37:40,3564562,353,67.64,671058,34.76
9757,12:25:25,1:37:41,3564632,399,87.30,671064,34.76
9758,12:25:25,1:37:41,3564649,334,61.44,671070,34.76
9759,12:25:26,1:37:41,3564672,199,33.86,671076,34.76
9760,12:25:26,1:37:42,3564753,384,80.08,671088,34.76
9761,12:25:26,1:37:42,3564782,96,21.67,671094,34.76
9762,12:25:27,1:37:43,3564804,337,62.30,671100,34.76
9763,12:25:27,1:37:43,3564917,99,21.91,671106,34.76
9764,12:25:28,1:37:44,3564950,344,64.67,671112,34.76
9765,12:25:28,1:37:44,3564989,224,38.29,671118,34.76
9766,12:25:29,1:37:45,3565011,135,24.92,671124,34.76
9767,12:25:29,1:37:45,3565062,271,46.93,671130,34.76
9768,12:25:29,1:37:45,3565108,728,431.28,671136,34.76
9769,12:25:30,1:37:46,3565275,364,71.71,671142,34.76
9770,12:25:30,1:37:46,3565283,271,46.93,671148,34.76
9771,12:25:31,1:37:47,3565367,473,126.29,671154,34.54
9772,12:25:31,1:37:47,3565386,78,19.92,671160,34.76
9773,12:25:32,1:37:48,3565473,511,149.39,671166,34.76
9774,12:25:32,1:37:48,3565513,262,45.24,671172,34.76
9775,12:25:32,1:37:48,3565606,368,72.93,671178,34.76
9776,12:25:33,1:37:49,3565639,476,129.76,671184,34.76
9777,12:25:33,1:37:49,3565652,312,55.68,671190,34.76
9778,12:25:34,1:37:50,3565700,96,21.67,671198,34.65
9779,12:25:34,1:37:50,3565967,435,104.92,671204,34.76
9780,12:25:34,1:37:50,3566080,305,53.88,671210,34.76
9781,12:25:35,1:37:51,3566142,255,43.96,671216,34.76
9782,12:25:35,1:37:51,3566149,527,155.96,671222,34.76
9783,12:25:36,1:37:52,3566214,271,46.93,671230,34.76
9784,12:25:36,1:37:52,3566261,172,29.49,671236,34.76
9785,12:25:37,1:37:53,3566372,463,119.23,671242,34.76
9786,12:25:37,1:37:53,3566552,212,36.14,671248,34.76
9787,12:25:37,1:37:53,3566584,92,21.32,671254,34.76
9788,12:25:37,1:37:53,3566670,240,41.21,671260,34.76
9789,12:25:38,1:37:54,3566713,816,636.95,671266,34.76
9790,12:25:38,1:37:54,3566781,192,32.67,671272,34.76
9791,12:25:39,1:37:54,3566942,444,109.09,671278,34.76
9792,12:25:39,1:37:55,3567024,199,33.86,671284,34.76
9793,12:25:39,1:37:55,3567116,353,67.64,671292,34.76
9794,12:25:39,1:37:55,3567176,480,130.21,671298,34.76
9795,12:25:40,1:37:56,3567196,263,45.37,671304,34.76
9796,12:25:40,1:37:56,3567240,167,28.76,671310,34.76
9797,12:25:40,1:37:56,3567247,163,28.20,671316,34.76
9798,12:25:41,1:37:57,3567300,401,87.91,671339,34.76
9799,12:25:41,1:37:57,3567325,319,57.64,671346,34.76
9800,12:25:42,1:37:58,3567421,563,181.65,671368,34.65
9801,12:25:42,1:37:58,3567438,110,22.78,671374,34.76
9802,12:25:43,1:37:59,3567496,398,85.63,671380,34.76
9803,12:25:43,1:37:59,3567511,179,30.55,671386,34.76
9804,12:25:43,1:37:59,3567529,423,97.36,671392,34.76
9805,12:25:44,1:38:0,3567634,540,166.11,671415,34.76
9806,12:25:44,1:38:0,3567757,192,32.67,671421,34.76
9807,12:25:44,1:38:0,3567780,271,46.93,671427,34.65
9808,12:25:44,1:38:0,3567836,286,49.78,671433,34.76
9809,12:25:44,1:38:0,3567846,185,31.51,671439,34.76
9810,12:25:44,1:38:0,3568001,307,54.48,671445,34.76
9811,12:25:44,1:38:0,3568124,304,53.73,671451,34.76
9812,12:25:44,1:38:0,3568142,323,58.48,671457,34.65
9813,12:25:44,1:38:0,3568208,364,71.71,671463,34.76
9814,12:25:44,1:38:0,3568219,487,132.65,671469,34.65
9815,12:25:45,1:38:1,3568227,348,65.64,671475,34.76
9816,12:25:45,1:38:1,3568304,176,30.09,671512,34.76
9817,12:25:45,1:38:1,3568372,302,53.30,671518,34.65
9818,12:25:45,1:38:1,3568393,270,46.71,671524,34.65
9819,12:25:45,1:38:1,3568405,768,471.89,671530,34.65
9820,12:25:45,1:38:1,3568431,240,41.21,671552,34.76
9821,12:25:45,1:38:1,3568538,604,210.97,671587,34.76
9822,12:25:45,1:38:1,3568572,236,40.44,671593,34.76
9823,12:25:46,1:38:2,3568583,108,22.63,671599,34.65
9824,12:25:46,1:38:2,3568657,419,97.20,671608,34.76
9825,12:25:47,1:38:3,3568780,518,151.06,671614,34.76
9826,12:25:47,1:38:3,3568808,156,27.28,671620,34.76
9827,12:25:48,1:38:4,3568821,455,117.03,671626,34.76
9828,12:25:48,1:38:4,3568844,305,53.88,671640,34.54
9829,12:25:49,1:38:5,3568883,432,101.61,671669,34.76
9830,12:25:49,1:38:5,3569019,799,620.61,671698,34.76
9831,12:25:50,1:38:6,3569030,304,53.73,671704,34.76
9832,12:25:50,1:38:6,3569048,152,26.78,671710,34.76
9833,12:25:50,1:38:6,3569225,707,320.63,671735,34.76
9834,12:25:50,1:38:6,3569342,327,59.28,671741,34.65
9835,12:25:50,1:38:6,3569351,323,58.48,671747,34.65
9836,12:25:50,1:38:6,3569372,99,21.91,671753,34.76
9837,12:25:51,1:38:7,3569400,231,39.55,671776,34.76
9838,12:25:51,1:38:7,3569582,339,62.98,671809,34.76
9839,12:25:52,1:38:7,3569622,448,112.41,671815,34.76
9840,12:25:52,1:38:8,3569733,376,76.43,671821,34.65
9841,12:25:52,1:38:8,3569746,352,66.89,671827,34.76
9842,12:25:53,1:38:9,3569776,312,55.68,671833,34.65
9843,12:25:53,1:38:9,3569808,675,317.99,671843,34.76
9844,12:25:54,1:38:10,3569876,368,72.93,671861,34.76
9845,12:25:54,1:38:10,3569895,359,69.86,671867,34.65
9846,12:25:54,1:38:10,3569905,263,45.37,671874,34.76
9847,12:25:54,1:38:10,3570034,275,47.73,671910,34.76
9848,12:25:54,1:38:10,3570064,179,30.55,671916,34.76
9849,12:25:54,1:38:10,3570075,355,68.30,671922,34.76
9850,12:25:54,1:38:10,3570134,220,37.58,671935,34.65
9851,12:25:55,1:38:11,3570142,211,35.96,671941,34.76
9852,12:25:55,1:38:11,3570237,231,39.55,671965,34.76
9853,12:25:55,1:38:11,3570245,423,97.36,671971,34.65
9854,12:25:56,1:38:12,3570305,319,57.64,671977,34.76
9855,12:25:56,1:38:12,3570338,140,25.42,671983,34.65
9856,12:25:57,1:38:13,3570416,551,164.56,671989,34.76
9857,12:25:57,1:38:13,3570461,415,95.00,671995,34.76
9858,12:25:57,1:38:13,3570695,280,48.67,672001,34.76
9859,12:25:58,1:38:14,3570736,448,112.41,672007,34.76
9860,12:25:58,1:38:14,3570791,255,43.96,672013,34.76
9861,12:25:58,1:38:14,3570912,271,46.93,672019,34.76
9862,12:25:59,1:38:15,3570946,286,49.78,672025,34.76
9863,12:25:59,1:38:15,3570992,163,28.20,672031,34.76
9864,12:26:00,1:38:16,3571012,124,23.92,672037,34.76
9865,12:26:00,1:38:16,3571038,195,33.17,672043,34.76
9866,12:26:01,1:38:17,3571113,287,50.23,672051,34.76
9867,12:26:01,1:38:17,3571134,399,87.30,672057,34.76
