Event,Time_CPU,Time_RTC,Ardn_time[ms],ADC[0-0123],SiPM[mV],Deadtime[ms],Temp[C]
9868,12:26:02,1:38:18,3571151,454,115.28,672063,34.76
9869,12:26:02,1:38:18,3571180,60,17.43,672079,34.76
9870,12:26:02,1:38:18,3571332,167,28.76,672103,34.76
9871,12:26:02,1:38:18,3571352,305,53.88,672109,34.76
9872,12:26:02,1:38:18,3571409,444,109.09,672115,34.76
9873,12:26:03,1:38:19,3571605,415,95.00,672121,34.76
9874,12:26:03,1:38:19,3571633,255,43.96,672127,34.76
9875,12:26:04,1:38:20,3571744,209,35.61,672133,34.76
9876,12:26:04,1:38:20,3571790,49,15.48,672139,34.54
9877,12:26:04,1:38:20,3571820,275,47.73,672145,34.65
9878,12:26:05,1:38:21,3571888,368,72.93,672151,34.76
9879,12:26:05,1:38:21,3571982,550,172.20,672157,34.65
9880,12:26:06,1:38:21,3571997,184,31.36,672163,34.54
9881,12:26:06,1:38:22,3572025,364,71.71,672169,34.76
9882,12:26:06,1:38:22,3572127,284,49.41,672180,34.76
9883,12:26:07,1:38:23,3572174,255,43.96,672186,34.76
9884,12:26:07,1:38:23,3572208,216,36.85,672192,34.54
9885,12:26:08,1:38:24,3572214,152,26.78,672198,34.65
9886,12:26:08,1:38:24,3572316,391,82.35,672210,34.76
9887,12:26:09,1:38:25,3572368,454,115.28,672216,34.65
9888,12:26:09,1:38:25,3572425,768,471.89,672222,34.54
9889,12:26:09,1:38:25,3572455,286,49.78,672228,34.76
9890,12:26:10,1:38:26,3572465,302,53.30,672234,34.76
9891,12:26:10,1:38:26,3572619,504,143.61,672248,34.65
9892,12:26:11,1:38:27,3572636,359,69.86,672254,34.65
9893,12:26:11,1:38:27,3572658,94,21.50,672260,34.76
9894,12:26:11,1:38:27,3572779,312,55.68,672275,34.65
9895,12:26:12,1:38:28,3572882,376,76.43,672281,34.65
9896,12:26:12,1:38:28,3572922,300,52.79,672287,34.76
9897,12:26:12,1:38:28,3572958,352,66.89,672293,34.76
9898,12:26:13,1:38:29,3573005,319,57.64,672299,34.65
9899,12:26:13,1:38:29,3573260,60,17.43,672305,34.76
9900,12:26:13,1:38:29,3573361,719,344.94,672311,34.76
9901,12:26:13,1:38:29,3573392,51,15.86,672317,34.76
9902,12:26:14,1:38:30,3573407,430,101.41,672323,34.76
9903,12:26:14,1:38:30,3573672,79,20.03,672331,34.76
9904,12:26:14,1:38:30,3573725,337,62.30,672337,34.54
9905,12:26:15,1:38:31,3573857,408,90.57,672343,34.76
9906,12:26:15,1:38:31,3573865,63,17.91,672349,34.76
9907,12:26:15,1:38:31,3573921,348,65.64,672355,34.65
9908,12:26:16,1:38:31,3573958,384,80.08,672361,34.76
9909,12:26:16,1:38:32,3573970,294,51.51,672367,34.76
9910,12:26:16,1:38:32,3573991,156,27.28,672383,34.76
9911,12:26:16,1:38:32,3574106,364,71.71,672417,34.76
9912,12:26:16,1:38:32,3574174,300,52.79,672423,34.76
9913,12:26:17,1:38:33,3574191,415,95.00,672429,34.76
9914,12:26:17,1:38:33,3574203,486,135.98,672435,34.76
9915,12:26:18,1:38:34,3574291,248,42.69,672461,34.54
9916,12:26:18,1:38:34,3574343,396,85.28,672467,34.76
9917,12:26:18,1:38:34,3574421,49,15.48,672473,34.76
9918,12:26:19,1:38:35,3574502,78,19.92,672479,34.76
9919,12:26:19,1:38:35,3574714,88,20.96,672485,34.65
9920,12:26:20,1:38:36,3574746,480,130.21,672491,34.76
9921,12:26:20,1:38:36,3574794,428,101.58,672497,34.76
9922,12:26:21,1:38:37,3574867,176,30.09,672503,34.76
9923,12:26:21,1:38:37,3575023,753,514.96,672509,34.54
9924,12:26:21,1:38:37,3575037,455,117.03,672515,34.76
9925,12:26:22,1:38:38,3575063,398,85.63,672521,34.76
9926,12:26:22,1:38:38,3575086,207,35.26,672536,34.65
9927,12:26:23,1:38:39,3575124,440,109.25,672568,34.65
9928,12:26:23,1:38:39,3575235,300,52.79,672600,34.76
9929,12:26:23,1:38:39,3575286,775,556.41,672606,34.76
9930,12:26:24,1:38:40,3575304,67,18.51,672612,34.76
9931,12:26:24,1:38:40,3575408,252,43.42,672618,34.76
9932,12:26:24,1:38:40,3575451,236,40.44,672624,34.76
9933,12:26:24,1:38:40,3575485,547,162.22,672630,34.54
9934,12:26:24,1:38:40,3575530,783,633.54,672636,34.65
9935,12:26:24,1:38:40,3575580,387,81.05,672642,34.76
9936,12:26:25,1:38:41,3575626,796,596.63,672648,34.76
9937,12:26:25,1:38:41,3575652,472,125.87,672654,34.65
9938,12:26:26,1:38:41,3575687,551,164.56,672660,34.76
9939,12:26:26,1:38:42,3575711,99,21.91,672666,34.76
9940,12:26:26,1:38:42,3575754,551,164.56,672675,34.76
9941,12:26:27,1:38:43,3575905,60,17.43,672681,34.76
9942,12:26:27,1:38:43,3576204,300,52.79,672687,34.76
9943,12:26:27,1:38:43,3576225,275,47.73,672693,34.65
9944,12:26:27,1:38:43,3576304,263,45.37,672699,34.76
9945,12:26:27,1:38:43,3576312,103,22.23,672705,34.76
9946,12:26:27,1:38:43,3576321,675,317.99,672712,34.76
9947,12:26:27,1:38:43,3576429,391,82.35,672749,34.76
9948,12:26:28,1:38:44,3576441,463,119.23,672755,34.76
9949,12:26:28,1:38:44,3576526,224,38.29,672761,34.76
9950,12:26:29,1:38:45,3576585,414,93.93,672767,34.76
9951,12:26:29,1:38:45,3576670,307,54.48,672773,34.65
9952,12:26:30,1:38:46,3576842,487,132.65,672779,34.65
9953,12:26:30,1:38:46,3576864,305,53.88,672785,34.65
9954,12:26:30,1:38:46,3576880,376,76.43,672791,34.76
9955,12:26:31,1:38:47,3577029,551,164.56,672808,34.76
9956,12:26:31,1:38:47,3577046,271,46.93,672814,34.65
9957,12:26:32,1:38:48,3577177,192,32.67,672820,34.76
9958,12:26:32,1:38:48,3577371,248,42.69,672826,34.76
9959,12:26:33,1:38:49,3577389,195,33.17,672832,34.76
9960,12:26:33,1:38:49,3577424,211,35.96,672838,34.54
9961,12:26:34,1:38:50,3577507,408,90.57,672844,34.65
9962,12:26:34,1:38:50,3577559,103,22.23,672850,34.76
9963,12:26:34,1:38:50,3577614,254,43.77,672856,34.76
9964,12:26:34,1:38:50,3577740,78,19.92,672862,34.76
9965,12:26:35,1:38:51,3577903,294,51.51,672868,34.76
9966,12:26:35,1:38:51,3577911,204,34.73,672874,34.76
9967,12:26:35,1:38:51,3577936,368,72.93,672880,34.76
9968,12:26:36,1:38:52,3577982,224,38.29,672899,34.65
9969,12:26:36,1:38:52,3578082,319,57.64,672911,34.76
9970,12:26:36,1:38:52,3578120,639,249.88,672917,34.76
9971,12:26:36,1:38:52,3578143,263,45.37,672923,34.76
9972,12:26:37,1:38:53,3578207,312,55.68,672929,34.76
9973,12:26:37,1:38:53,3578294,270,46.71,672935,34.76
9974,12:26:37,1:38:53,3578327,156,27.28,672941,34.76
9975,12:26:38,1:38:54,3578356,524,150.73,672947,34.54
9976,12:26:38,1:38:54,3578369,455,117.03,672953,34.65
9977,12:26:39,1:38:55,3578398,494,141.37,672973,34.65
9978,12:26:39,1:38:55,3578549,120,23.58,673002,34.76
9979,12:26:40,1:38:56,3578560,236,40.44,673008,34.54
9980,12:26:40,1:38:56,3578688,240,41.21,673014,34.76
9981,12:26:41,1:38:57,3578708,56,16.76,673020,34.65
9982,12:26:41,1:38:57,3578790,143,25.74,673026,34.76
9983,12:26:41,1:38:57,3578833,248,42.69,673032,34.54
9984,12:26:42,1:38:58,3578937,583,201.26,673038,34.54
9985,12:26:42,1:38:58,3578998,480,130.21,673044,34.65
9986,12:26:43,1:38:59,3579015,67,18.51,673050,34.76
9987,12:26:43,1:38:59,3579109,224,38.29,673056,34.76
9988,12:26:44,1:39:0,3579126,71,19.06,673062,34.76
9989,12:26:44,1:39:0,3579134,449,112.05,673068,34.54
9990,12:26:45,1:39:1,3579163,236,40.44,673096,34.76
9991,12:26:45,1:39:1,3579241,711,380.66,673133,34.76
9992,12:26:45,1:39:1,3579248,440,109.25,673139,34.65
9993,12:26:46,1:39:2,3579313,560,175.34,673170,34.76
9994,12:26:46,1:39:2,3579389,112,22.94,673176,34.76
9995,12:26:46,1:39:2,3579425,289,50.47,673182,34.76
9996,12:26:46,1:39:2,3579457,222,37.96,673188,34.76
9997,12:26:46,1:39:2,3579463,188,32.01,673194,34.65
9998,12:26:46,1:39:2,3579572,248,42.69,673212,34.65
9999,12:26:46,1:39:2,3579677,241,41.39,673218,34.65
10000,12:26:46,1:39:2,3579813,231,39.55,673224,34.76
10001,12:26:47,1:39:3,3579840,263,45.37,673230,34.76
10002,12:26:47,1:39:3,3579960,472,125.87,673236,34.43
10003,12:26:48,1:39:4,3580087,280,48.67,673242,34.76
10004,12:26:48,1:39:4,3580205,76,19.69,673248,34.76
10005,12:26:48,1:39:4,3580251,220,37.58,673254,34.76
10006,12:26:48,1:39:4,3580282,158,27.53,673260,34.76
10007,12:26:48,1:39:4,3580290,359,69.86,673266,34.76
10008,12:26:48,1:39:4,3580364,353,67.64,673283,34.65
10009,12:26:48,1:39:4,3580507,696,307.73,673289,34.43
10010,12:26:48,1:39:4,3580544,294,51.51,673295,34.76
10011,12:26:48,1:39:4,3580598,344,64.67,673301,34.54
10012,12:26:48,1:39:4,3580620,344,64.67,673307,34.76
10013,12:26:48,1:39:4,3580764,248,42.69,673313,34.76
10014,12:26:48,1:39:4,3580790,96,21.67,673319,34.76
10015,12:26:48,1:39:4,3580805,316,56.81,673325,34.65
10016,12:26:49,1:39:5,3580837,691,332.16,673340,34.76
10017,12:26:49,1:39:5,3580959,316,56.81,673362,34.76
10018,12:26:49,1:39:5,3580976,259,44.69,673368,34.76
10019,12:26:49,1:39:5,3581160,487,132.65,673374,34.76
10020,12:26:49,1:39:5,3581192,339,62.98,673380,34.65
10021,12:26:49,1:39:5,3581227,302,53.30,673386,34.54
10022,12:26:49,1:39:5,3581291,176,30.09,673392,34.65
10023,12:26:49,1:39:5,3581306,270,46.71,673398,34.76
10024,12:26:49,1:39:5,3581381,225,38.48,673404,34.54
10025,12:26:50,1:39:5,3581449,300,52.79,673410,34.54
10026,12:26:50,1:39:6,3581613,435,104.92,673416,34.76
10027,12:26:50,1:39:6,3581645,112,22.94,673422,34.43
10028,12:26:50,1:39:6,3581664,440,109.25,673428,34.76
10029,12:26:50,1:39:6,3581743,255,43.96,673436,34.76
10030,12:26:50,1:39:6,3581769,49,15.48,673442,34.65
10031,12:26:50,1:39:6,3581881,231,39.55,673449,34.65
10032,12:26:50,1:39:6,3581897,259,44.69,673455,34.76
10033,12:26:50,1:39:6,3581970,604,210.97,673461,34.54
10034,12:26:50,1:39:6,3582045,135,24.92,673467,34.76
10035,12:26:50,1:39:6,3582173,371,73.82,673473,34.76
10036,12:26:50,1:39:6,3582192,207,35.26,673479,34.76
10037,12:26:50,1:39:6,3582230,231,39.55,673485,34.65
10038,12:26:50,1:39:6,3582285,192,32.67,673491,34.54
10039,12:26:50,1:39:6,3582420,79,20.03,673497,34.54
10040,12:26:50,1:39:6,3582504,216,36.85,673503,34.76
10041,12:26:51,1:39:7,3582573,233,39.92,673509,34.54
10042,12:26:51,1:39:7,3582623,166,28.62,673515,34.54
10043,12:26:52,1:39:8,3582703,496,144.49,673521,34.43
10044,12:26:52,1:39:8,3582749,216,36.85,673527,34.76
10045,12:26:52,1:39:8,3582770,816,636.95,673533,34.76
10046,12:26:53,1:39:9,3582778,536,160.18,673539,34.76
10047,12:26:53,1:39:9,3582825,273,47.25,673570,34.76
10048,12:26:54,1:39:10,3582911,824,662.09,673593,34.65
10049,12:26:54,1:39:10,3582923,334,61.44,673599,34.65
10050,12:26:55,1:39:11,3583019,499,141.24,673605,34.76
10051,12:26:55,1:39:11,3583055,255,43.96,673611,34.54
10052,12:26:55,1:39:11,3583094,231,39.55,673617,34.76
10053,12:26:56,1:39:12,3583271,440,109.25,673623,34.76
10054,12:26:56,1:39:12,3583394,401,87.91,673629,34.76
10055,12:26:56,1:39:12,3583403,129,24.35,673635,34.76
10056,12:26:56,1:39:12,3583416,112,22.94,673644,34.65
10057,12:26:56,1:39:12,3583459,96,21.67,673679,34.76
10058,12:26:57,1:39:13,3583666,312,55.68,673709,34.54
10059,12:26:57,1:39:13,3583682,147,26.19,673715,34.65
10060,12:26:58,1:39:14,3583703,118,23.42,673721,34.76
10061,12:26:58,1:39:14,3583748,248,42.69,673741,34.76
10062,12:26:59,1:39:15,3583837,908,994.83,673755,34.65
10063,12:26:59,1:39:15,3583857,355,68.30,673761,34.76
10064,12:26:59,1:39:15,3583898,280,48.67,673767,34.76
10065,12:26:59,1:39:15,3583917,344,64.67,673773,34.76
10066,12:26:59,1:39:15,3584027,224,38.29,673791,34.76
10067,12:26:59,1:39:15,3584048,595,212.63,673797,34.76
10068,12:26:59,1:39:15,3584201,463,119.23,673803,34.76
10069,12:27:00,1:39:16,3584231,455,117.03,673809,34.54
10070,12:27:00,1:39:16,3584323,92,21.32,673815,34.76
10071,12:27:01,1:39:17,3584345,359,69.86,673821,34.43
10072,12:27:01,1:39:17,3584389,504,143.61,673827,34.76
10073,12:27:01,1:39:17,3584435,480,130.21,673833,34.76
10074,12:27:01,1:39:17,3584509,556,174.47,673839,34.65
10075,12:27:01,1:39:17,3584589,97,21.75,673845,34.76
10076,12:27:01,1:39:17,3584666,287,50.23,673851,34.54
10077,12:27:01,1:39:17,3584680,391,82.35,673857,34.65
10078,12:27:01,1:39:17,3584833,270,46.71,673863,34.76
10079,12:27:01,1:39:17,3584846,355,68.30,673869,34.76
10080,12:27:02,1:39:17,3584858,79,20.03,673875,34.76
10081,12:27:02,1:39:18,3584902,179,30.55,673906,34.76
10082,12:27:02,1:39:18,3584990,1023,2152.99,673932,34.76
10083,12:27:02,1:39:18,3584999,54,16.41,673938,34.54
10084,12:27:02,1:39:18,3585188,127,24.18,673948,34.76
10085,12:27:03,1:39:18,3585250,385,80.11,673954,34.76
10086,12:27:03,1:39:19,3585345,259,44.69,673960,34.76
10087,12:27:03,1:39:19,3585358,48,15.29,673966,34.76
10088,12:27:03,1:39:19,3585397,316,56.81,673972,34.54
10089,12:27:04,1:39:20,3585408,71,19.06,673978,34.65
10090,12:27:04,1:39:20,3585502,103,22.23,674010,34.43
10091,12:27:04,1:39:20,3585530,366,72.41,674016,34.76
10092,12:27:05,1:39:21,3585666,956,1054.42,674022,34.54
10093,12:27:05,1:39:21,3585763,414,93.93,674028,34.76
10094,12:27:06,1:39:22,3585769,335,61.77,674034,34.76
10095,12:27:06,1:39:22,3585786,76,19.69,674045,34.76
10096,12:27:06,1:39:22,3585824,335,61.77,674077,34.54
10097,12:27:06,1:39:22,3585906,51,15.86,674111,34.65
10098,12:27:06,1:39:22,3585923,134,24.82,674117,34.76
10099,12:27:06,1:39:22,3585964,380,78.12,674131,34.76
10100,12:27:06,1:39:22,3585990,312,55.68,674143,34.54
10101,12:27:07,1:39:23,3586056,99,21.91,674167,34.54
10102,12:27:07,1:39:23,3586076,332,61.17,674173,34.65
10103,12:27:08,1:39:24,3586110,97,21.75,674190,34.76
10104,12:27:08,1:39:24,3586200,339,62.98,674211,34.76
10105,12:27:08,1:39:24,3586207,238,40.82,674217,34.76
10106,12:27:09,1:39:25,3586415,305,53.88,674227,34.54
10107,12:27:09,1:39:25,3586458,339,62.98,674233,34.76
10108,12:27:09,1:39:25,3586481,417,95.20,674239,34.76
10109,12:27:09,1:39:25,3586527,275,47.73,674245,34.76
10110,12:27:10,1:39:26,3586536,300,52.79,674251,34.76
10111,12:27:10,1:39:26,3586557,497,142.37,674269,34.54
10112,12:27:11,1:39:27,3586641,255,43.96,674306,34.76
10113,12:27:11,1:39:27,3586680,120,23.58,674312,34.65
10114,12:27:12,1:39:28,3586707,350,66.46,674318,34.76
10115,12:27:12,1:39:28,3586746,156,27.28,674324,34.54
10116,12:27:12,1:39:28,3586798,796,596.63,674331,34.76
10117,12:27:13,1:39:29,3586849,323,58.48,674337,34.54
10118,12:27:13,1:39:29,3586926,339,62.98,674344,34.76
10119,12:27:13,1:39:29,3586942,56,16.76,674350,34.76
10120,12:27:14,1:39:30,3587155,391,82.35,674356,34.76
10121,12:27:14,1:39:30,3587182,312,55.68,674362,34.76
10122,12:27:15,1:39:30,3587314,364,71.71,674368,34.76
10123,12:27:15,1:39:31,3587339,312,55.68,674374,34.76
10124,12:27:15,1:39:31,3587359,248,42.69,674380,34.54
10125,12:27:16,1:39:32,3587433,435,104.92,674391,34.76
10126,12:27:16,1:39:32,3587460,368,72.93,674397,34.76
10127,12:27:17,1:39:33,3587478,207,35.26,674403,34.54
10128,12:27:17,1:39:33,3587506,295,51.75,674415,34.76
10129,12:27:17,1:39:33,3587534,327,59.28,674440,34.76
10130,12:27:17,1:39:33,3587865,263,45.37,674475,34.54
10131,12:27:17,1:39:33,3587959,316,56.81,674481,34.54
10132,12:27:17,1:39:33,3588115,167,28.76,674487,34.54
10133,12:27:17,1:39:33,3588131,195,33.17,674493,34.76
10134,12:27:17,1:39:33,3588198,184,31.36,674499,34.65
10135,12:27:18,1:39:34,3588246,655,252.34,674505,34.76
10136,12:27:18,1:39:34,3588320,398,85.63,674511,34.43
10137,12:27:18,1:39:34,3588334,103,22.23,674517,34.76
10138,12:27:18,1:39:34,3588461,172,29.49,674523,34.76
10139,12:27:18,1:39:34,3588494,112,22.94,674529,34.76
10140,12:27:18,1:39:34,3588502,366,72.41,674535,34.54
10141,12:27:18,1:39:34,3588524,268,46.26,674550,34.54
10142,12:27:18,1:39:34,3588619,536,160.18,674583,34.43
10143,12:27:19,1:39:35,3588718,56,16.76,674589,34.76
10144,12:27:19,1:39:35,3588733,511,149.39,674595,34.76
10145,12:27:19,1:39:35,3588783,216,36.85,674601,34.54
10146,12:27:19,1:39:35,3588877,248,42.69,674607,34.76
10147,12:27:19,1:39:35,3588902,417,95.20,674613,34.76
10148,12:27:20,1:39:36,3588923,270,46.71,674619,34.76
10149,12:27:20,1:39:36,3588970,527,155.96,674629,34.54
10150,12:27:21,1:39:37,3589038,419,97.20,674635,34.76
10151,12:27:21,1:39:37,3589065,376,76.43,674641,34.54
10152,12:27:22,1:39:38,3589078,184,31.36,674647,34.65
10153,12:27:22,1:39:38,3589097,60,17.43,674663,34.65
10154,12:27:23,1:39:39,3589141,691,332.16,674699,34.65
10155,12:27:23,1:39:39,3589220,736,412.77,674731,34.43
10156,12:27:24,1:39:40,3589339,51,15.86,674737,34.54
10157,12:27:24,1:39:40,3589351,497,142.37,674743,34.54
10158,12:27:25,1:39:40,3589376,423,97.36,674749,34.76
10159,12:27:25,1:39:41,3589424,63,17.91,674769,34.54
10160,12:27:25,1:39:41,3589439,108,22.63,674778,34.76
10161,12:27:26,1:39:42,3589492,476,129.76,674812,34.76
10162,12:27:26,1:39:42,3589578,319,57.64,674833,34.65
10163,12:27:27,1:39:43,3589605,127,24.18,674839,34.54
10164,12:27:27,1:39:43,3589636,56,16.76,674845,34.54
10165,12:27:27,1:39:43,3589670,220,37.58,674851,34.76
10166,12:27:27,1:39:43,3589688,384,80.08,674857,34.76
10167,12:27:28,1:39:44,3589737,327,59.28,674883,34.54
10168,12:27:28,1:39:44,3589784,568,189.84,674899,34.76
10169,12:27:29,1:39:44,3589803,428,101.58,674908,34.76
10170,12:27:29,1:39:45,3589851,280,48.67,674939,34.65
10171,12:27:30,1:39:46,3590034,799,620.61,674961,34.76
10172,12:27:30,1:39:46,3590069,209,35.61,674967,34.76
10173,12:27:30,1:39:46,3590192,572,183.73,674973,34.76
10174,12:27:31,1:39:47,3590211,476,129.76,674979,34.76
10175,12:27:31,1:39:47,3590239,497,142.37,674985,34.76
10176,12:27:32,1:39:48,3590290,415,95.00,674998,34.65
10177,12:27:32,1:39:48,3590352,376,76.43,675004,34.76
10178,12:27:33,1:39:49,3590384,60,17.43,675010,34.76
10179,12:27:33,1:39:49,3590443,319,57.64,675016,34.54
10180,12:27:33,1:39:49,3590450,83,20.46,675022,34.76
10181,12:27:33,1:39:49,3590502,396,85.28,675031,34.76
10182,12:27:33,1:39:49,3590522,451,113.08,675037,34.65
10183,12:27:34,1:39:50,3590563,465,122.12,675053,34.65
10184,12:27:34,1:39:50,3590594,248,42.69,675069,34.43
10185,12:27:35,1:39:51,3590743,408,90.57,675094,34.43
10186,12:27:35,1:39:51,3590774,465,122.12,675100,34.43
10187,12:27:36,1:39:52,3590867,289,50.47,675106,34.76
10188,12:27:36,1:39:52,3590878,371,73.82,675112,34.76
10189,12:27:36,1:39:52,3590885,415,95.00,675118,34.76
10190,12:27:37,1:39:53,3591028,231,39.55,675156,34.76
10191,12:27:37,1:39:53,3591141,305,53.88,675162,34.65
10192,12:27:38,1:39:54,3591186,435,104.92,675168,34.65
10193,12:27:38,1:39:54,3591208,120,23.58,675174,34.76
10194,12:27:38,1:39:54,3591242,803,573.92,675180,34.76
10195,12:27:38,1:39:54,3591293,332,61.17,675186,34.76
10196,12:27:38,1:39:54,3591438,812,680.88,675192,34.76
10197,12:27:38,1:39:54,3591555,312,55.68,675198,34.76
10198,12:27:38,1:39:54,3591832,204,34.73,675204,34.76
10199,12:27:38,1:39:54,3591865,271,46.93,675210,34.76
10200,12:27:38,1:39:54,3591926,451,113.08,675216,34.76
10201,12:27:38,1:39:54,3591942,608,202.86,675222,34.65
10202,12:27:38,1:39:54,3591956,124,23.92,675228,34.54
10203,12:27:38,1:39:54,3592114,112,22.94,675257,34.76
10204,12:27:38,1:39:54,3592171,335,61.77,675263,34.54
10205,12:27:38,1:39:54,3592190,396,85.28,675269,34.43
10206,12:27:39,1:39:55,3592206,312,55.68,675275,34.65
10207,12:27:39,1:39:55,3592229,588,183.26,675297,34.54
10208,12:27:40,1:39:56,3592276,275,47.73,675336,34.76
10209,12:27:40,1:39:56,3592422,231,39.55,675368,34.76
10210,12:27:41,1:39:57,3592723,113,23.02,675374,34.76
10211,12:27:41,1:39:57,3592809,608,202.86,675380,34.65
10212,12:27:42,1:39:58,3592848,248,42.69,675386,34.76
10213,12:27:42,1:39:58,3592854,327,59.28,675392,34.76
10214,12:27:42,1:39:58,3592883,467,121.56,675405,34.76
10215,12:27:43,1:39:59,3592908,255,43.96,675429,34.76
10216,12:27:43,1:39:59,3592953,368,72.93,675467,34.65
10217,12:27:44,1:40:0,3593008,366,72.41,675500,34.76
10218,12:27:44,1:40:0,3593119,304,53.73,675518,34.54
10219,12:27:45,1:40:1,3593177,425,99.48,675524,34.65
10220,12:27:45,1:40:1,3593515,135,24.92,675530,34.76
10221,12:27:45,1:40:1,3593563,172,29.49,675536,34.76
10222,12:27:46,1:40:2,3593595,391,82.35,675542,34.65
10223,12:27:46,1:40:2,3593646,376,76.43,675548,34.54
10224,12:27:47,1:40:2,3593695,384,80.08,675554,34.76
10225,12:27:47,1:40:3,3593808,287,50.23,675560,34.76
10226,12:27:47,1:40:3,3593840,316,56.81,675566,34.76
10227,12:27:48,1:40:4,3593858,319,57.64,675572,34.76
10228,12:27:48,1:40:4,3593866,268,46.26,675580,34.76
10229,12:27:48,1:40:4,3594030,319,57.64,675618,34.76
10230,12:27:48,1:40:4,3594042,255,43.96,675624,34.76
10231,12:27:48,1:40:4,3594068,743,466.23,675630,34.76
10232,12:27:48,1:40:4,3594150,496,144.49,675649,34.43
10233,12:27:48,1:40:4,3594171,79,20.03,675655,34.65
10234,12:27:48,1:40:4,3594222,206,35.07,675661,34.76
10235,12:27:48,1:40:4,3594301,435,104.92,675667,34.54
10236,12:27:48,1:40:4,3594456,300,52.79,675673,34.65
10237,12:27:48,1:40:4,3594491,254,43.77,675679,34.65
10238,12:27:48,1:40:4,3594502,167,28.76,675686,34.76
10239,12:27:48,1:40:4,3594534,487,132.65,675696,34.76
10240,12:27:48,1:40:4,3594557,423,97.36,675714,34.43
10241,12:27:48,1:40:4,3594615,56,16.76,675750,34.54
10242,12:27:48,1:40:4,3594710,590,200.72,675765,34.76
10243,12:27:49,1:40:5,3594727,448,112.41,675771,34.65
10244,12:27:49,1:40:5,3594743,465,122.12,675777,34.76
10245,12:27:49,1:40:5,3594840,136,25.02,675802,34.54
10246,12:27:49,1:40:5,3594911,432,101.61,675808,34.76
10247,12:27:49,1:40:5,3594947,327,59.28,675814,34.54
10248,12:27:49,1:40:5,3594956,240,41.21,675820,34.65
10249,12:27:49,1:40:5,3595000,608,202.86,675832,34.76
10250,12:27:49,1:40:5,3595025,423,97.36,675841,34.65
10251,12:27:49,1:40:5,3595074,440,109.25,675864,34.76
10252,12:27:49,1:40:5,3595115,236,40.44,675879,34.54
10253,12:27:49,1:40:5,3595143,312,55.68,675893,34.76
10254,12:27:50,1:40:5,3595209,280,48.67,675918,34.76
10255,12:27:50,1:40:6,3595329,199,33.86,675924,34.76
10256,12:27:50,1:40:6,3595380,463,119.23,675930,34.76
10257,12:27:51,1:40:7,3595387,396,85.28,675936,34.76
10258,12:27:51,1:40:7,3595407,145,25.96,675947,34.76
10259,12:27:51,1:40:7,3595445,403,88.99,675978,34.65
10260,12:27:52,1:40:8,3595488,252,43.42,676010,34.76
10261,12:27:52,1:40:8,3595631,79,20.03,676039,34.76
10262,12:27:53,1:40:9,3595783,519,154.30,676045,34.76
